"Time [ms]","Moving1.Position [deg]"
3.87499999999998,11.16
3.88749999999998,11.196
3.89999999999998,11.232
3.91249999999998,11.268
3.92499999999998,11.304
3.93749999999998,11.34
3.94999999999998,11.376
3.96249999999999,11.412
3.97499999999999,11.448
3.98749999999999,11.484
3.99999999999999,11.52
4.01249999999999,11.556
4.02499999999999,11.592
4.03749999999999,11.628
4.04999999999999,11.664
4.06249999999999,11.7
4.07499999999999,11.736
4.08749999999999,11.772
4.09999999999999,11.808
4.11249999999999,11.844
4.12499999999999,11.88
4.13749999999999,11.916
4.14999999999999,11.952
4.16249999999999,11.988
4.17499999999999,12.024
4.18749999999999,12.0600000000001
4.19999999999999,12.0960000000001
4.21249999999999,12.1320000000001
4.22499999999999,12.1680000000001
4.23749999999999,12.2040000000001
4.24999999999999,12.2400000000001
4.26249999999999,12.2760000000001
4.27499999999999,12.312
4.28749999999999,12.348
4.29999999999999,12.384
4.3125,12.42
4.325,12.456
4.3375,12.492
4.35,12.528
4.3625,12.564
4.375,12.6
4.3875,12.636
4.4,12.672
4.4125,12.708
4.425,12.744
4.4375,12.78
4.45,12.816
4.4625,12.852
4.475,12.888
4.4875,12.924
4.5,12.9600000000001
4.5125,12.9960000000001
4.525,13.0320000000001
4.5375,13.0680000000001
4.55,13.1040000000001
4.5625,13.1400000000001
4.575,13.1760000000001
4.5875,13.2120000000001
4.6,13.2480000000001
4.6125,13.2840000000001
4.625,13.3200000000001
4.6375,13.3560000000001
4.65,13.3920000000001
4.66250000000001,13.4280000000001
4.67500000000001,13.4640000000001
4.68750000000001,13.5000000000001
4.70000000000001,13.5360000000001
4.71250000000001,13.5720000000001
4.72500000000001,13.6080000000001
4.73750000000001,13.6440000000001
4.75000000000001,13.6800000000001
4.76250000000001,13.7160000000001
4.77500000000001,13.7520000000001
4.78750000000001,13.7880000000001
4.80000000000001,13.8240000000001
4.81250000000001,13.8600000000001
4.82500000000001,13.8960000000001
4.83750000000001,13.9320000000001
4.85000000000001,13.9680000000001
4.86250000000001,14.0040000000001
4.87500000000001,14.0400000000001
4.88750000000001,14.0760000000001
4.90000000000001,14.1120000000001
4.91250000000001,14.1480000000001
4.92500000000001,14.1840000000001
4.93750000000001,14.2200000000001
4.95000000000001,14.2560000000001
4.96250000000001,14.2920000000001
4.97500000000001,14.3280000000001
4.98750000000001,14.3640000000001
5.00000000000001,14.4000000000001
5.01250000000002,14.4360000000001
5.02500000000002,14.4720000000002
5.03750000000002,14.5080000000002
5.05000000000002,14.5440000000002
5.06250000000002,14.5800000000002
5.07500000000002,14.6160000000002
5.08750000000002,14.6520000000002
5.10000000000002,14.6880000000002
5.11250000000002,14.7240000000002
5.12500000000002,14.7600000000002
5.13750000000002,14.7960000000002
5.15000000000002,14.8320000000002
5.16250000000002,14.8680000000002
5.17500000000002,14.9040000000001
5.18750000000002,14.9400000000001
5.20000000000002,14.9760000000001
5.21250000000002,15.0120000000001
5.22500000000002,15.0480000000001
5.23750000000002,15.0840000000001
5.25000000000002,15.1200000000001
5.26250000000002,15.1560000000001
5.27500000000002,15.1920000000001
5.28750000000002,15.2280000000001
5.30000000000002,15.2640000000001
5.31250000000002,15.3000000000001
5.32500000000002,15.3360000000001
5.33750000000002,15.3720000000002
5.35000000000002,15.4080000000002
5.36250000000003,15.4440000000002
5.37500000000003,15.4800000000002
5.38750000000003,15.5160000000002
5.40000000000003,15.5520000000002
5.41250000000003,15.5880000000002
5.42500000000003,15.6240000000002
5.43750000000003,15.6600000000002
5.45000000000003,15.6960000000002
5.46250000000003,15.7320000000002
5.47500000000003,15.7680000000002
5.48750000000003,15.8040000000002
5.50000000000003,15.8400000000002
5.51250000000003,15.8760000000002
5.52500000000003,15.9120000000002
5.53750000000003,15.9480000000002
5.55000000000003,15.9840000000002
5.56250000000003,16.0200000000002
5.57500000000003,16.0560000000002
5.58750000000003,16.0920000000002
5.60000000000003,16.1280000000002
5.61250000000003,16.1640000000002
5.62500000000003,16.2000000000002
5.63750000000003,16.2360000000002
5.65000000000003,16.2720000000002
5.66250000000003,16.3080000000002
5.67500000000003,16.3440000000002
5.68750000000003,16.3800000000002
5.70000000000003,16.4160000000002
5.71250000000004,16.4520000000002
5.72500000000004,16.4880000000002
5.73750000000004,16.5240000000002
5.75000000000004,16.5600000000002
5.76250000000004,16.5960000000002
5.77500000000004,16.6320000000002
5.78750000000004,16.6680000000002
5.80000000000004,16.7040000000002
5.81250000000004,16.7400000000002
5.82500000000004,16.7760000000002
5.83750000000004,16.8120000000002
5.85000000000004,16.8480000000002
5.86250000000004,16.8840000000003
5.87500000000004,16.9200000000003
5.88750000000004,16.9560000000003
5.90000000000004,16.9920000000003
5.91250000000004,17.0280000000003
5.92500000000004,17.0640000000003
5.93750000000004,17.1000000000003
5.95000000000004,17.1360000000003
5.96250000000004,17.1720000000003
5.97500000000004,17.2080000000003
5.98750000000004,17.2440000000003
6.00000000000004,17.2800000000003
6.01250000000004,17.3160000000003
6.02500000000004,17.3520000000003
6.03750000000004,17.3880000000003
6.05000000000004,17.4240000000003
6.06250000000005,17.4600000000003
6.07500000000005,17.4960000000003
6.08750000000005,17.5320000000002
6.10000000000005,17.5680000000002
6.11250000000005,17.6040000000002
6.12500000000005,17.6400000000002
6.13750000000005,17.6760000000002
6.15000000000005,17.7120000000002
6.16250000000005,17.7480000000003
6.17500000000005,17.7840000000003
6.18750000000005,17.8200000000003
6.20000000000005,17.8560000000003
6.21250000000005,17.8920000000003
6.22500000000005,17.9280000000003
6.23750000000005,17.9640000000003
6.25000000000005,18.0000000000003
6.26250000000005,18.0360000000003
6.27500000000005,18.0720000000003
6.28750000000005,18.1080000000003
6.30000000000005,18.1440000000003
6.31250000000005,18.1800000000003
6.32500000000005,18.2160000000003
6.33750000000005,18.2520000000003
6.35000000000005,18.2880000000003
6.36250000000005,18.3240000000003
6.37500000000005,18.3600000000003
6.38750000000005,18.3960000000003
6.40000000000005,18.4320000000003
6.41250000000006,18.4680000000003
6.42500000000006,18.5040000000003
6.43750000000006,18.5400000000003
6.45000000000006,18.5760000000003
6.46250000000006,18.6120000000003
6.47500000000006,18.6480000000003
6.48750000000006,18.6840000000003
6.50000000000006,18.7200000000003
6.51250000000006,18.7560000000003
6.52500000000006,18.7920000000003
6.53750000000006,18.8280000000003
6.55000000000006,18.8640000000003
6.56250000000006,18.9000000000003
6.57500000000006,18.9360000000003
6.58750000000006,18.9720000000003
6.60000000000006,19.0080000000003
6.61250000000006,19.0440000000003
6.62500000000006,19.0800000000003
6.63750000000006,19.1160000000003
6.65000000000006,19.1520000000003
6.66250000000006,19.1880000000003
6.67500000000006,19.2240000000003
6.68750000000006,19.2600000000003
6.70000000000006,19.2960000000004
6.71250000000006,19.3320000000004
6.72500000000006,19.3680000000004
6.73750000000006,19.4040000000004
6.75000000000006,19.4400000000004
6.76250000000007,19.4760000000004
6.77500000000007,19.5120000000004
6.78750000000007,19.5480000000004
6.80000000000007,19.5840000000004
6.81250000000007,19.6200000000004
6.82500000000007,19.6560000000004
6.83750000000007,19.6920000000004
6.85000000000007,19.7280000000004
6.86250000000007,19.7640000000004
6.87500000000007,19.8000000000004
6.88750000000007,19.8360000000004
6.90000000000007,19.8720000000004
6.91250000000007,19.9080000000004
6.92500000000007,19.9440000000004
6.93750000000007,19.9800000000004
6.95000000000007,20.0160000000004
6.96250000000007,20.0520000000004
6.97500000000007,20.0880000000004
6.98750000000007,20.1240000000004
7.00000000000007,20.1600000000004
7.01250000000007,20.1960000000004
7.02500000000007,20.2320000000004
7.03750000000007,20.2680000000004
7.05000000000007,20.3040000000004
7.06250000000007,20.3400000000004
7.07500000000007,20.3760000000004
7.08750000000007,20.4120000000004
7.10000000000008,20.4480000000004
7.11250000000008,20.4840000000004
7.12500000000008,20.5200000000004
7.13750000000008,20.5560000000004
7.15000000000008,20.5920000000004
7.16250000000008,20.6280000000004
7.17500000000008,20.6640000000004
7.18750000000008,20.7000000000004
7.20000000000008,20.7360000000004
7.21250000000008,20.7720000000004
7.22500000000008,20.8080000000004
7.23750000000008,20.8440000000004
7.25000000000008,20.8800000000004
7.26250000000008,20.9160000000004
7.27500000000008,20.9520000000004
7.28750000000008,20.9880000000004
7.30000000000008,21.0240000000004
7.31250000000008,21.0600000000004
7.32500000000008,21.0960000000004
7.33750000000008,21.1320000000004
7.35000000000008,21.1680000000004
7.36250000000008,21.2040000000004
7.37500000000008,21.2400000000004
7.38750000000008,21.2760000000004
7.40000000000008,21.3120000000004
7.41250000000008,21.3480000000004
7.42500000000008,21.3840000000004
7.43750000000008,21.4200000000004
7.45000000000009,21.4560000000004
7.46250000000009,21.4920000000004
7.47500000000009,21.5280000000004
7.48750000000009,21.5640000000004
7.50000000000009,21.6000000000004
7.51250000000009,21.6360000000005
7.52500000000009,21.6720000000005
7.53750000000009,21.7080000000005
7.55000000000009,21.7440000000005
7.56250000000009,21.7800000000005
7.57500000000009,21.8160000000005
7.58750000000009,21.8520000000005
7.60000000000009,21.8880000000005
7.61250000000009,21.9240000000005
7.62500000000009,21.9600000000005
7.63750000000009,21.9960000000005
7.65000000000009,22.0320000000005
7.66250000000009,22.0680000000005
7.67500000000009,22.1040000000005
7.68750000000009,22.1400000000005
7.70000000000009,22.1760000000005
7.71250000000009,22.2120000000005
7.72500000000009,22.2480000000005
7.73750000000009,22.2840000000005
7.75000000000009,22.3200000000005
7.76250000000009,22.3560000000005
7.77500000000009,22.3920000000005
7.78750000000009,22.4280000000005
7.8000000000001,22.4640000000005
7.8125000000001,22.5000000000005
7.8250000000001,22.5360000000005
7.8375000000001,22.5720000000005
7.8500000000001,22.6080000000005
7.8625000000001,22.6440000000005
7.8750000000001,22.6800000000005
7.8875000000001,22.7160000000005
7.9000000000001,22.7520000000005
7.9125000000001,22.7880000000005
7.9250000000001,22.8240000000005
7.9375000000001,22.8600000000005
7.9500000000001,22.8960000000005
7.9625000000001,22.9320000000005
7.9750000000001,22.9680000000005
7.9875000000001,23.0040000000005
8.0000000000001,23.0400000000005
8.0125000000001,23.0760000000005
8.0250000000001,23.1120000000005
8.0375000000001,23.1480000000005
8.0500000000001,23.1840000000005
8.0625000000001,23.2200000000005
8.0750000000001,23.2560000000005
8.0875000000001,23.2920000000005
8.1000000000001,23.3280000000005
8.1125000000001,23.3640000000005
8.1250000000001,23.4000000000005
8.1375000000001,23.4360000000005
8.15000000000011,23.4720000000005
8.16250000000011,23.5080000000005
8.17500000000011,23.5440000000005
8.18750000000011,23.5800000000005
8.20000000000011,23.6160000000005
8.21250000000011,23.6520000000005
8.22500000000011,23.6880000000005
8.23750000000011,23.7240000000005
8.25000000000011,23.7600000000005
8.26250000000011,23.7960000000005
8.27500000000011,23.8320000000005
8.28750000000011,23.8680000000005
8.30000000000011,23.9040000000005
8.31250000000011,23.9400000000005
8.32500000000011,23.9760000000005
8.33750000000011,24.0120000000005
8.35000000000011,24.0480000000006
8.36250000000011,24.0840000000006
8.37500000000011,24.1200000000006
8.38750000000011,24.1560000000006
8.40000000000011,24.1920000000006
8.41250000000011,24.2280000000006
8.42500000000011,24.2640000000006
8.43750000000011,24.3000000000006
8.45000000000011,24.3360000000006
8.46250000000011,24.3720000000006
8.47500000000011,24.4080000000006
8.48750000000011,24.4440000000006
8.50000000000012,24.4800000000006
8.51250000000012,24.5160000000006
8.52500000000012,24.5520000000006
8.53750000000012,24.5880000000006
8.55000000000012,24.6240000000006
8.56250000000012,24.6600000000006
8.57500000000012,24.6960000000006
8.58750000000012,24.7320000000006
8.60000000000012,24.7680000000006
8.61250000000012,24.8040000000006
8.62500000000012,24.8400000000006
8.63750000000012,24.8760000000006
8.65000000000012,24.9120000000006
8.66250000000012,24.9480000000006
8.67500000000012,24.9840000000006
8.68750000000012,25.0200000000006
8.70000000000012,25.0560000000006
8.71250000000012,25.0920000000006
8.72500000000012,25.1280000000006
8.73750000000012,25.1640000000006
8.75000000000012,25.2000000000006
8.76250000000012,25.2360000000006
8.77500000000012,25.2720000000006
8.78750000000012,25.3080000000006
8.80000000000012,25.3440000000006
8.81250000000012,25.3800000000006
8.82500000000012,25.4160000000006
8.83750000000012,25.4520000000006
8.85000000000013,25.4880000000006
8.86250000000013,25.5240000000006
8.87500000000013,25.5600000000006
8.88750000000013,25.5960000000006
8.90000000000013,25.6320000000006
8.91250000000013,25.6680000000006
8.92500000000013,25.7040000000006
8.93750000000013,25.7400000000006
8.95000000000013,25.7760000000006
8.96250000000013,25.8120000000006
8.97500000000013,25.8480000000006
8.98750000000013,25.8840000000006
9.00000000000013,25.9200000000006
9.01250000000013,25.9560000000006
9.02500000000013,25.9920000000006
9.03750000000013,26.0280000000006
9.05000000000013,26.0640000000006
9.06250000000013,26.1000000000006
9.07500000000013,26.1360000000006
9.08750000000013,26.1720000000006
9.10000000000013,26.2080000000006
9.11250000000013,26.2440000000006
9.12500000000013,26.2800000000006
9.13750000000013,26.3160000000006
9.15000000000013,26.3520000000006
9.16250000000013,26.3880000000007
9.17500000000013,26.4240000000007
9.18750000000013,26.4600000000007
9.20000000000014,26.4960000000007
9.21250000000014,26.5320000000007
9.22500000000014,26.5680000000007
9.23750000000014,26.6040000000007
9.25000000000014,26.6400000000007
9.26250000000014,26.6760000000007
9.27500000000014,26.7120000000007
9.28750000000014,26.7480000000007
9.30000000000014,26.7840000000007
9.31250000000014,26.8200000000007
9.32500000000014,26.8560000000007
9.33750000000014,26.8920000000007
9.35000000000014,26.9280000000007
9.36250000000014,26.9640000000007
9.37500000000014,27.0000000000007
9.38750000000014,27.0360000000007
9.40000000000014,27.0720000000007
9.41250000000014,27.1080000000007
9.42500000000014,27.1440000000007
9.43750000000014,27.1800000000007
9.45000000000014,27.2160000000007
9.46250000000014,27.2520000000007
9.47500000000014,27.2880000000007
9.48750000000014,27.3240000000007
9.50000000000014,27.3600000000007
9.51250000000014,27.3960000000007
9.52500000000014,27.4320000000007
9.53750000000014,27.4680000000007
9.55000000000015,27.5040000000007
9.56250000000015,27.5400000000007
9.57500000000015,27.5760000000007
9.58750000000015,27.6120000000007
9.60000000000015,27.6480000000007
9.61250000000015,27.6840000000007
9.62500000000015,27.7200000000007
9.63750000000015,27.7560000000007
9.65000000000015,27.7920000000007
9.66250000000015,27.8280000000007
9.67500000000015,27.8640000000007
9.68750000000015,27.9000000000007
9.70000000000015,27.9360000000007
9.71250000000015,27.9720000000007
9.72500000000015,28.0080000000007
9.73750000000015,28.0440000000007
9.75000000000015,28.0800000000007
9.76250000000015,28.1160000000007
9.77500000000015,28.1520000000007
9.78750000000015,28.1880000000007
9.80000000000015,28.2240000000007
9.81250000000015,28.2600000000007
9.82500000000015,28.2960000000007
9.83750000000015,28.3320000000007
9.85000000000015,28.3680000000007
9.86250000000015,28.4040000000007
9.87500000000015,28.4400000000007
9.88750000000015,28.4760000000007
9.90000000000016,28.5120000000007
9.91250000000016,28.5480000000007
9.92500000000016,28.5840000000007
9.93750000000016,28.6200000000007
9.95000000000016,28.6560000000007
9.96250000000016,28.6920000000007
9.97500000000016,28.7280000000007
9.98750000000016,28.7640000000007
10.0000000000002,28.8000000000008
10.0125000000002,28.8360000000008
10.0250000000002,28.8720000000008
10.0375000000002,28.9080000000008
10.0500000000002,28.9440000000008
10.0625000000002,28.9800000000008
10.0750000000002,29.0160000000008
10.0875000000002,29.0520000000008
10.1000000000002,29.0880000000008
10.1125000000002,29.1240000000008
10.1250000000002,29.1600000000008
10.1375000000002,29.1960000000008
10.1500000000002,29.2320000000008
10.1625000000002,29.2680000000008
10.1750000000002,29.3040000000008
10.1875000000002,29.3400000000008
10.2000000000002,29.3760000000008
10.2125000000002,29.4120000000008
10.2250000000002,29.4480000000008
10.2375000000002,29.4840000000008
10.2500000000002,29.5200000000008
10.2625000000002,29.5560000000008
10.2750000000002,29.5920000000008
10.2875000000002,29.6280000000008
10.3000000000002,29.6640000000008
10.3125000000002,29.7000000000008
10.3250000000002,29.7360000000008
10.3375000000002,29.7720000000008
10.3500000000002,29.8080000000008
10.3625000000002,29.8440000000008
10.3750000000002,29.8800000000008
10.3875000000002,29.9160000000008
10.4000000000002,29.9520000000008
10.4125000000002,29.9880000000008
10.4250000000002,30.0240000000008
10.4375000000002,30.0600000000008
10.4500000000002,30.0960000000008
10.4625000000002,30.1320000000008
10.4750000000002,30.1680000000008
10.4875000000002,30.2040000000008
10.5000000000002,30.2400000000008
10.5125000000002,30.2760000000008
10.5250000000002,30.3120000000009
10.5375000000002,30.3480000000009
10.5500000000002,30.3840000000009
10.5625000000002,30.4200000000009
10.5750000000002,30.4560000000009
10.5875000000002,30.4920000000009
10.6000000000002,30.5280000000008
10.6125000000002,30.5640000000008
10.6250000000002,30.6000000000008
10.6375000000002,30.6360000000008
10.6500000000002,30.6720000000008
10.6625000000002,30.7080000000008
10.6750000000002,30.7440000000008
10.6875000000002,30.7800000000008
10.7000000000002,30.8160000000008
10.7125000000002,30.8520000000008
10.7250000000002,30.8880000000008
10.7375000000002,30.9240000000008
10.7500000000002,30.9600000000008
10.7625000000002,30.9960000000008
10.7750000000002,31.0320000000008
10.7875000000002,31.0680000000008
10.8000000000002,31.1040000000008
10.8125000000002,31.1400000000008
10.8250000000002,31.1760000000009
10.8375000000002,31.2120000000009
10.8500000000002,31.2480000000009
10.8625000000002,31.2840000000009
10.8750000000002,31.3200000000009
10.8875000000002,31.3560000000009
10.9000000000002,31.3920000000009
10.9125000000002,31.4280000000009
10.9250000000002,31.4640000000009
10.9375000000002,31.5000000000009
10.9500000000002,31.5360000000009
10.9625000000002,31.5720000000009
10.9750000000002,31.6080000000009
10.9875000000002,31.6440000000009
11.0000000000002,31.6800000000009
11.0125000000002,31.7160000000009
11.0250000000002,31.7520000000009
11.0375000000002,31.7880000000009
11.0500000000002,31.8240000000009
11.0625000000002,31.8600000000009
11.0750000000002,31.8960000000009
11.0875000000002,31.9320000000009
11.1000000000002,31.9680000000009
11.1125000000002,32.0040000000009
11.1250000000002,32.0400000000009
11.1375000000002,32.0760000000009
11.1500000000002,32.1120000000009
11.1625000000002,32.1480000000009
11.1750000000002,32.1840000000009
11.1875000000002,32.2200000000009
11.2000000000002,32.2560000000009
11.2125000000002,32.2920000000009
11.2250000000002,32.3280000000009
11.2375000000002,32.3640000000009
11.2500000000002,32.4000000000009
11.2625000000002,32.4360000000009
11.2750000000002,32.4720000000009
11.2875000000002,32.5080000000009
11.3000000000002,32.5440000000009
11.3125000000002,32.5800000000009
11.3250000000002,32.6160000000009
11.3375000000002,32.6520000000009
11.3500000000002,32.6880000000009
11.3625000000002,32.7240000000009
11.3750000000002,32.760000000001
11.3875000000002,32.796000000001
11.4000000000002,32.832000000001
11.4125000000002,32.868000000001
11.4250000000002,32.904000000001
11.4375000000002,32.940000000001
11.4500000000002,32.976000000001
11.4625000000002,33.012000000001
11.4750000000002,33.048000000001
11.4875000000002,33.084000000001
11.5000000000002,33.1200000000009
11.5125000000002,33.1560000000009
11.5250000000002,33.1920000000009
11.5375000000002,33.2280000000009
11.5500000000002,33.2640000000009
11.5625000000002,33.3000000000009
11.5750000000002,33.3360000000009
11.5875000000002,33.3720000000009
11.6000000000002,33.4080000000009
11.6125000000002,33.4440000000009
11.6250000000002,33.4800000000009
11.6375000000002,33.5160000000009
11.6500000000002,33.5520000000009
11.6625000000002,33.5880000000009
11.6750000000002,33.624000000001
11.6875000000002,33.660000000001
11.7000000000002,33.696000000001
11.7125000000002,33.732000000001
11.7250000000002,33.768000000001
11.7375000000002,33.804000000001
11.7500000000002,33.840000000001
11.7625000000002,33.876000000001
11.7750000000002,33.912000000001
11.7875000000002,33.948000000001
11.8000000000002,33.984000000001
11.8125000000002,34.020000000001
11.8250000000002,34.056000000001
11.8375000000002,34.092000000001
11.8500000000002,34.128000000001
11.8625000000002,34.164000000001
11.8750000000002,34.200000000001
11.8875000000002,34.236000000001
11.9000000000002,34.272000000001
11.9125000000002,34.308000000001
11.9250000000002,34.344000000001
11.9375000000002,34.380000000001
11.9500000000002,34.416000000001
11.9625000000002,34.452000000001
